image,label,fos_0,fos_1,fos_2,fos_3
SOB_M_DC-14-16188-40-004,1,195.3857706766917,587.0355684077525,0.0,-2.0
SOB_M_DC-14-16188-40-005,1,186.72593045112785,807.8011450222913,0.0,-2.0
SOB_M_DC-14-16188-40-006,1,185.52361528822053,1019.4045189640376,0.0,-2.0
SOB_M_DC-14-16188-40-007,1,186.122578320802,886.3098759697632,,
SOB_M_DC-14-16188-40-008,1,191.73472431077693,752.8793570156198,0.0,-2.0
SOB_M_DC-14-16188-40-009,1,201.0932487468672,433.6611885420484,0.0,-2.0
SOB_M_DC-14-16188-40-010,1,194.88473997493733,355.7327321007154,0.0,-2.0
SOB_M_DC-14-16188-40-011,1,180.6326911027569,736.7292873059747,0.0,-2.0
SOB_M_DC-14-16188-40-012,1,184.3744674185464,634.885640727235,0.0,-2.0
SOB_M_DC-14-16188-40-013,1,186.8097619047619,658.893028432993,0.0,-2.0
SOB_M_DC-14-16188-40-014,1,174.7069486215539,1523.230555974244,0.0,-2.0
SOB_M_DC-14-16188-40-015,1,189.92256892230577,1030.5980647336762,0.0,-2.0
SOB_M_DC-14-16188-40-016,1,175.37959899749373,1351.208394349473,0.0,-2.0
SOB_M_DC-14-16188-40-017,1,180.96187969924813,1208.6962416333224,0.0,-2.0
SOB_M_DC-14-16188-40-018,1,180.68445802005013,1253.524032302451,0.0,-2.0
SOB_M_DC-14-16188-40-019,1,171.87758771929825,1400.6577598579688,,
SOB_M_DC-14-16188-40-020,1,174.14657581453633,1525.989422305136,0.0,-2.0
SOB_M_DC-14-16188-40-021,1,172.24541666666667,1383.4413080560096,0.0,-2.0
SOB_M_DC-14-16188-40-022,1,183.4686904761905,1285.058681360328,0.0,-2.0
SOB_M_DC-14-16188-40-023,1,178.87539160401002,1332.4756911010295,0.0,-2.0
SOB_M_DC-14-16188-40-024,1,192.05164160401003,944.812187324618,0.0,-2.0
SOB_M_DC-14-16336-40-001,1,160.23692042606515,2308.0321962435164,0.0,-2.0
SOB_M_DC-14-16336-40-002,1,166.56421052631578,1970.5112905981784,0.0,-2.0
SOB_M_DC-14-16336-40-003,1,163.1176096491228,2683.569457156116,0.0,-2.0
SOB_M_DC-14-16336-40-004,1,173.4245394736842,2233.596596164204,0.0,-2.0
SOB_M_DC-14-16336-40-005,1,163.80906954887217,2619.09794016912,0.0,-2.0
SOB_M_DC-14-16336-40-006,1,127.44101817042606,2046.4772295808275,0.0,-2.0
SOB_M_DC-14-16336-40-007,1,166.3582142857143,2863.653035969543,0.0,-2.0
SOB_M_DC-14-16336-40-008,1,164.14436403508773,2911.722926422389,0.0,-2.0
SOB_M_DC-14-16336-40-009,1,171.3819768170426,2640.3452225296564,0.0,-2.0
SOB_M_DC-14-16336-40-010,1,164.31105263157897,2418.2697205645304,0.0,-2.0
SOB_M_DC-14-16336-40-011,1,155.40950814536342,2512.5664510233028,0.0,-2.0
SOB_M_DC-14-16336-40-012,1,164.91785401002505,2308.324790885067,0.0,-2.0
SOB_M_DC-14-16336-40-013,1,171.04365914786968,2160.9024997413994,0.0,-2.0
SOB_M_DC-14-16448-40-001,1,163.23006578947368,2504.2105428444697,,
SOB_M_DC-14-16448-40-002,1,173.77727443609024,2079.74913647208,0.0,-2.0
SOB_M_DC-14-16448-40-003,1,145.75498120300753,3463.065716978742,0.0,-2.0
SOB_M_DC-14-16448-40-004,1,169.9492418546366,2988.076420630452,0.0,-2.0
SOB_M_DC-14-16448-40-005,1,160.4156798245614,3223.7033861061573,0.0,-2.0
SOB_M_DC-14-16448-40-006,1,179.83908521303258,2610.741808169193,0.0,-2.0
SOB_M_DC-14-16448-40-007,1,177.2434649122807,2591.4989189910766,,
SOB_M_DC-14-16448-40-008,1,171.17225250626566,2111.486878518312,0.0,-2.0
SOB_M_DC-14-16448-40-009,1,178.8559179197995,1756.863973371673,0.0,-2.0
SOB_M_DC-14-16448-40-010,1,150.66664160401004,1991.0136681795595,,
SOB_M_DC-14-16448-40-011,1,176.62306704260652,2417.5893769729205,0.0,-2.0
SOB_M_DC-14-16601-40-001,1,156.67510964912282,2544.581011378697,0.0,-2.0
SOB_M_DC-14-16601-40-002,1,155.9195426065163,2671.964464277648,0.0,-2.0
SOB_M_DC-14-16601-40-003,1,163.61375626566416,2525.382253677985,0.0,-2.0
SOB_M_DC-14-16601-40-004,1,159.97777882205514,2579.234911366368,0.0,-2.0
SOB_M_DC-14-16601-40-005,1,159.54437343358396,2650.530787220975,0.0,-2.0
SOB_M_DC-14-16601-40-006,1,167.00391917293234,2304.08341349536,0.0,-2.0
SOB_M_DC-14-16601-40-007,1,162.45845864661655,2658.7506112771466,0.0,-2.0
SOB_M_DC-14-16601-40-008,1,167.9284304511278,2408.674713405841,0.0,-2.0
SOB_M_DC-14-16601-40-009,1,147.9422462406015,2618.6677530909515,0.0,-2.0
SOB_M_DC-14-16601-40-010,1,167.3997462406015,2676.7183023807065,0.0,-2.0
SOB_M_DC-14-16601-40-011,1,167.29716165413535,2996.470404617417,0.0,-2.0
SOB_M_DC-14-16601-40-012,1,164.87652255639097,2535.16692793858,,
SOB_M_DC-14-16716-40-001,1,166.57352756892232,2596.804972660973,0.0,-2.0
SOB_M_DC-14-16716-40-002,1,161.948984962406,2619.708223776852,0.0,-2.0
SOB_M_DC-14-16716-40-003,1,155.84540726817042,2381.6542883000448,,
SOB_M_DC-14-16716-40-004,1,166.8203195488722,2372.247031142312,0.0,-2.0
SOB_M_DC-14-16716-40-005,1,184.1266791979949,2457.721198301116,0.0,-2.0
SOB_M_DC-14-16716-40-006,1,148.43687343358397,2286.607080444424,0.0,-2.0
SOB_M_DC-14-16716-40-007,1,152.17366541353385,2380.478558099858,0.0,-2.0
SOB_M_DC-14-16716-40-008,1,165.25689536340852,2470.294810231925,0.0,-2.0
SOB_M_DC-14-16716-40-009,1,151.34259085213031,2738.687052114692,0.0,-2.0
SOB_M_DC-14-16716-40-010,1,169.72453947368422,1881.4443751146248,0.0,-2.0
SOB_M_DC-14-16716-40-011,1,168.49410401002507,2028.594818501532,0.0,-2.0
SOB_M_DC-14-16716-40-012,1,172.929921679198,1790.7879198626515,0.0,-2.0
SOB_M_DC-14-16716-40-013,1,165.67705200501254,1962.529810638306,,
SOB_M_DC-14-16716-40-014,1,183.12428884711773,1993.674601289948,0.0,-2.0
SOB_M_DC-14-16716-40-015,1,185.72894736842105,2202.37904618026,0.0,-2.0
SOB_M_DC-14-16716-40-016,1,182.52246553884711,2114.183459052147,0.0,-2.0
SOB_M_DC-14-16716-40-017,1,155.3280827067669,2360.644674080555,0.0,-2.0
SOB_M_DC-14-16716-40-018,1,170.16029135338346,2633.079533770617,0.0,-2.0
SOB_M_DC-14-16716-40-019,1,178.72315476190477,2162.5986033402737,0.0,-2.0
SOB_M_DC-14-16716-40-020,1,191.86364974937345,1901.4413499940283,0.0,-2.0
SOB_M_DC-14-16716-40-021,1,149.27055137844613,2396.628611182169,0.0,-2.0
SOB_M_DC-14-16716-40-022,1,168.50840852130327,2751.387409432092,0.0,-2.0
SOB_M_DC-14-16716-40-023,1,167.94518483709274,2568.5242780650183,,
SOB_M_DC-14-16716-40-024,1,157.3058395989975,2415.0613414026125,0.0,-2.0
SOB_M_DC-14-16716-40-025,1,167.5198746867168,2682.5394307447423,0.0,-2.0
SOB_M_DC-14-16716-40-026,1,160.2944768170426,2810.0049112847523,0.0,-2.0
SOB_M_DC-14-16716-40-027,1,154.9951441102757,2352.438715019025,0.0,-2.0
SOB_M_DC-14-16716-40-028,1,157.94368107769424,2321.135055515196,0.0,-2.0
SOB_M_DC-14-16716-40-029,1,164.3662186716792,2524.5116873596025,0.0,-2.0
SOB_M_DC-14-16716-40-030,1,166.52086152882205,2313.5029115041407,0.0,-2.0
SOB_M_DC-14-16716-40-031,1,158.91967731829573,2497.238885344296,0.0,-2.0
SOB_M_DC-14-16716-40-032,1,170.4270269423559,2005.5576181763408,0.0,-2.0
SOB_M_DC-14-16716-40-033,1,162.13463972431077,2174.81360992155,0.0,-2.0
SOB_M_DC-14-16716-40-034,1,164.86557644110275,2204.57374203082,0.0,-2.0
SOB_M_DC-14-16716-40-035,1,171.37885025062656,2257.281674910608,0.0,-2.0
SOB_M_DC-14-16716-40-036,1,163.69483395989974,2605.801347220204,0.0,-2.0
SOB_M_DC-14-16716-40-037,1,158.7043045112782,2241.5154071164484,0.0,-2.0
SOB_M_DC-14-16716-40-038,1,161.3378007518797,2553.2676309052645,0.0,-2.0
SOB_M_DC-14-16875-40-001,1,189.90637218045111,650.9151025492537,0.0,-2.0
SOB_M_DC-14-16875-40-002,1,187.6860682957393,666.7110785271449,0.0,-2.0
SOB_M_DC-14-16875-40-003,1,187.4987186716792,690.730597959655,0.0,-2.0
SOB_M_DC-14-16875-40-004,1,186.27423558897243,692.9928890929942,0.0,-2.0
SOB_M_DC-14-16875-40-005,1,189.7319674185464,694.8926798899877,0.0,-2.0
SOB_M_DC-14-16875-40-006,1,187.6331171679198,705.2301990170348,0.0,-2.0
SOB_M_DC-14-16875-40-007,1,177.97726817042607,518.8004222485766,0.0,-2.0
SOB_M_DC-14-16875-40-008,1,189.8730357142857,562.5353782370757,0.0,-2.0
SOB_M_DC-14-16875-40-009,1,188.9910432330827,630.3840010799144,0.0,-2.0
SOB_M_DC-14-16875-40-010,1,183.70803258145364,626.4140793333189,,
SOB_M_DC-14-16875-40-011,1,183.87424185463647,558.3926349474875,,
SOB_M_DC-14-16875-40-012,1,188.061563283208,695.625389920272,0.0,-2.0
SOB_M_DC-14-16875-40-013,1,194.0402161654136,458.88910317142336,0.0,-2.0
SOB_M_DC-14-16875-40-014,1,178.72825187969926,484.7751637314524,0.0,-2.0
SOB_M_DC-14-17614-40-001,1,184.4557581453634,583.5036693150308,0.0,-2.0
SOB_M_DC-14-17614-40-002,1,186.23670426065163,619.6710293956128,0.0,-2.0
SOB_M_DC-14-17614-40-003,1,186.2878665413534,579.8376635890312,0.0,-2.0
SOB_M_DC-14-17614-40-004,1,188.1820394736842,525.3910048283553,0.0,-2.0
SOB_M_DC-14-17614-40-005,1,183.5960213032581,503.43128630536233,0.0,-2.0
SOB_M_DC-14-17614-40-006,1,188.6821773182957,438.8361558699893,0.0,-2.0
SOB_M_DC-14-17614-40-007,1,195.14416666666668,330.82633490519214,0.0,-2.0
SOB_M_DC-14-17614-40-008,1,186.1161372180451,389.4006447206109,0.0,-2.0
SOB_M_DC-14-17614-40-009,1,186.20377506265663,460.9190847745921,0.0,-2.0
SOB_M_DC-14-17614-40-010,1,196.8188471177945,314.435280619883,0.0,-2.0
SOB_M_DC-14-17614-40-011,1,196.39532894736843,229.1299684517615,0.0,-2.0
SOB_M_DC-14-17614-40-012,1,195.76632518796995,230.52827076627867,0.0,-2.0
SOB_M_DC-14-17614-40-013,1,178.6484931077694,377.55908012512486,0.0,-2.0
SOB_M_DC-14-17614-40-014,1,178.38934523809525,407.6724801520954,0.0,-2.0
SOB_M_DC-14-17614-40-015,1,185.1384335839599,571.7508143041223,,
SOB_M_DC-14-17614-40-016,1,186.0559492481203,584.8980037713329,0.0,-2.0
SOB_M_DC-14-17614-40-017,1,186.57786027568923,592.2339606820399,0.0,-2.0
SOB_M_DC-14-17614-40-018,1,186.011481829574,617.9670212545384,0.0,-2.0
SOB_M_DC-14-17614-40-019,1,184.1909837092732,646.1524763071512,0.0,-2.0
SOB_M_DC-14-17614-40-020,1,183.99263157894737,610.6161155078842,0.0,-2.0
SOB_M_DC-14-17614-40-021,1,184.2249530075188,630.7771547414371,0.0,-2.0
SOB_M_DC-14-17614-40-022,1,184.2940820802005,649.836122451936,0.0,-2.0
SOB_M_DC-14-17614-40-023,1,185.87381892230576,625.5105419585661,0.0,-2.0
SOB_M_DC-14-17614-40-024,1,188.3678258145364,609.1963835964006,0.0,-2.0
SOB_M_DC-14-17614-40-025,1,190.8817418546366,502.2763791520615,0.0,-2.0
SOB_M_DC-14-17614-40-026,1,190.4424874686717,439.708318441188,0.0,-2.0
SOB_M_DC-14-17614-40-027,1,193.57904761904763,489.70966989522,0.0,-2.0
SOB_M_DC-14-17614-40-028,1,186.2422587719298,565.6320120042335,0.0,-2.0
SOB_M_DC-14-17614-40-029,1,175.51130639097744,565.2242294079222,0.0,-2.0
SOB_M_DC-14-17614-40-030,1,183.23928258145364,583.2602324854001,0.0,-2.0
SOB_M_DC-14-17614-40-031,1,184.18212719298245,744.5271315002987,0.0,-2.0
SOB_M_DC-14-17614-40-032,1,185.17395676691729,737.6568780514782,0.0,-2.0
SOB_M_DC-14-17614-40-033,1,185.5156453634085,776.2352004140981,0.0,-2.0
SOB_M_DC-14-17614-40-034,1,185.5055952380952,751.3393916927342,0.0,-2.0
SOB_M_DC-14-17614-40-035,1,185.4731484962406,853.8910047265722,0.0,-2.0
SOB_M_DC-14-17614-40-036,1,185.9023903508772,809.6706305776579,0.0,-2.0
SOB_M_DC-14-17614-40-037,1,187.309138471178,868.6806983679335,0.0,-2.0
SOB_M_DC-14-17614-40-038,1,182.65819862155388,740.2930663530123,0.0,-2.0
SOB_M_DC-14-17614-40-039,1,178.4062468671679,793.3700911982061,0.0,-2.0
SOB_M_DC-14-17901-40-001,1,186.2879072681704,391.3812675348205,0.0,-2.0
SOB_M_DC-14-17901-40-002,1,186.41087719298247,409.4811464294572,0.0,-2.0
SOB_M_DC-14-17901-40-003,1,187.12132518796992,365.82586187774217,0.0,-2.0
SOB_M_DC-14-17901-40-004,1,191.7524185463659,381.62038282073456,0.0,-2.0
SOB_M_DC-14-17901-40-005,1,192.9961278195489,329.10024668807927,0.0,-2.0
SOB_M_DC-14-17901-40-006,1,188.23864661654136,302.05877893196936,0.0,-2.0
SOB_M_DC-14-17901-40-007,1,188.3843170426065,260.4059131506537,0.0,-2.0
SOB_M_DC-14-17901-40-008,1,186.2573746867168,319.9518421765296,,
SOB_M_DC-14-17901-40-009,1,187.1199498746867,293.6219756931315,0.0,-2.0
SOB_M_DC-14-17901-40-010,1,187.412030075188,318.4340725544674,0.0,-2.0
SOB_M_DC-14-17901-40-011,1,186.0109179197995,297.86764844389484,0.0,-2.0
SOB_M_DC-14-17901-40-012,1,185.9803195488722,300.6543108313276,0.0,-2.0
SOB_M_DC-14-17901-40-013,1,186.0965194235589,274.3172677394544,,
SOB_M_DC-14-17901-40-014,1,186.1920018796993,316.3285871813865,0.0,-2.0
SOB_M_DC-14-17901-40-015,1,186.1288157894737,337.3151386192961,,
SOB_M_DC-14-17901-40-016,1,187.65260651629072,366.5822329166333,0.0,-2.0
SOB_M_DC-14-17901-40-017,1,189.163123433584,299.4381656725869,0.0,-2.0
SOB_M_DC-14-17901-40-018,1,182.2379041353384,629.6426684396697,0.0,-2.0
SOB_M_DC-14-17901-40-019,1,187.450664160401,406.95992364912206,0.0,-2.0
SOB_M_DC-14-17901-40-020,1,189.4569642857143,377.1992097688865,0.0,-2.0
SOB_M_DC-14-17901-40-021,1,191.57349624060151,350.57988201580656,0.0,-2.0
SOB_M_DC-14-17901-40-022,1,189.2659022556391,260.6793408076331,0.0,-2.0
SOB_M_DC-14-17901-40-023,1,195.22000939849625,192.0751909920468,0.0,-2.0
SOB_M_DC-14-17901-40-024,1,183.30238408521305,266.8617582772679,0.0,-2.0
SOB_M_DC-14-17901-40-025,1,184.49175438596487,299.59833818568865,0.0,-2.0
SOB_M_DC-14-17901-40-026,1,195.3239379699248,315.90850571360073,0.0,-2.0
SOB_M_DC-14-17915-40-001,1,188.65258458646616,399.3446834791615,,
SOB_M_DC-14-17915-40-002,1,184.7618264411028,475.2603372502852,0.0,-2.0
SOB_M_DC-14-17915-40-003,1,181.68875,502.89632531319495,0.0,-2.0
SOB_M_DC-14-17915-40-004,1,187.21955513784465,549.5125337201085,0.0,-2.0
SOB_M_DC-14-17915-40-005,1,187.05679824561403,600.0254271622553,0.0,-2.0
SOB_M_DC-14-17915-40-006,1,187.7031704260652,563.2117700272236,0.0,-2.0
SOB_M_DC-14-17915-40-007,1,189.50842418546367,534.073775830422,0.0,-2.0
SOB_M_DC-14-17915-40-008,1,184.74263157894737,493.29985970554617,0.0,-2.0
SOB_M_DC-14-17915-40-009,1,184.296914160401,591.6208539163445,0.0,-2.0
SOB_M_DC-14-17915-40-010,1,188.2522932330827,523.1575766083431,0.0,-2.0
SOB_M_DC-14-17915-40-011,1,186.6911560150376,528.4957771465002,0.0,-2.0
SOB_M_DC-14-17915-40-012,1,184.2280701754386,621.106458847593,0.0,-2.0
SOB_M_DC-14-17915-40-013,1,179.89524122807018,697.5008041806519,0.0,-2.0
SOB_M_DC-14-17915-40-014,1,180.60575187969928,667.2932409408896,,
SOB_M_DC-14-17915-40-015,1,174.10366228070174,605.2480505720657,0.0,-2.0
SOB_M_DC-14-17915-40-016,1,188.53736215538848,600.7871104668247,0.0,-2.0
SOB_M_DC-14-17915-40-017,1,188.1438596491228,544.864679140589,0.0,-2.0
SOB_M_DC-14-17915-40-018,1,188.48654761904763,588.7960117673473,0.0,-2.0
SOB_M_DC-14-17915-40-019,1,192.8695520050125,493.3668684356395,0.0,-2.0
SOB_M_DC-14-17915-40-020,1,194.3216447368421,475.2483797704198,0.0,-2.0
SOB_M_DC-14-17915-40-021,1,190.6015444862156,397.2006352712745,,
SOB_M_DC-14-17915-40-022,1,186.31789160401,415.1196667652448,0.0,-2.0
SOB_M_DC-14-17915-40-023,1,185.6710588972431,438.98682126073686,,
SOB_M_DC-14-17915-40-024,1,180.07359022556392,495.6164097962068,0.0,-2.0
SOB_M_DC-14-17915-40-025,1,188.78713032581453,504.9417730834752,0.0,-2.0
SOB_M_DC-14-17915-40-026,1,185.03005325814536,478.8865948202524,,
SOB_M_DC-14-18650-40-001,1,172.26156328320803,1018.1051794908104,0.0,-2.0
SOB_M_DC-14-18650-40-002,1,166.46912280701756,925.6090561986092,0.0,-2.0
SOB_M_DC-14-18650-40-003,1,168.80520050125313,1187.1181432745743,0.0,-2.0
SOB_M_DC-14-18650-40-004,1,178.26225563909773,1449.633482394494,0.0,-2.0
SOB_M_DC-14-18650-40-005,1,174.39558270676693,1549.422398547081,0.0,-2.0
SOB_M_DC-14-18650-40-006,1,170.81359962406017,1623.5755534973434,0.0,-2.0
SOB_M_DC-14-18650-40-007,1,184.79239661654137,1248.901446426059,0.0,-2.0
SOB_M_DC-14-18650-40-008,1,159.82155701754385,1296.9427815151644,0.0,-2.0
SOB_M_DC-14-18650-40-009,1,171.3167136591479,1538.104862806817,0.0,-2.0
SOB_M_DC-14-18650-40-010,1,168.88970864661655,1503.9635129490398,0.0,-2.0
SOB_M_DC-14-18650-40-011,1,160.39369360902256,1425.2623435159485,0.0,-2.0
SOB_M_DC-14-18650-40-012,1,179.28736528822054,959.8320714954634,0.0,-2.0
SOB_M_DC-14-18650-40-013,1,173.29493734335838,1132.4027456138506,0.0,-2.0
SOB_M_DC-14-18650-40-014,1,194.51519736842104,661.1139748840818,0.0,-2.0
SOB_M_DC-14-18650-40-015,1,184.18128446115287,802.3932486787099,0.0,-2.0
SOB_M_DC-14-18650-40-016,1,156.7732299498747,1033.992612012355,0.0,-2.0
SOB_M_DC-14-18650-40-017,1,172.2920081453634,981.5330645325444,0.0,-2.0
SOB_M_DC-14-18650-40-018,1,174.86456766917294,1142.8464108094206,0.0,-2.0
SOB_M_DC-14-18650-40-019,1,167.05012218045113,1085.694058732876,0.0,-2.0
SOB_M_DC-14-18650-40-020,1,159.84000626566416,1253.446496599669,0.0,-2.0
SOB_M_DC-14-18650-40-021,1,160.24500626566416,1753.392969909039,0.0,-2.0
SOB_M_DC-14-18650-40-022,1,153.1677568922306,1699.2217033257702,0.0,-2.0
SOB_M_DC-14-18650-40-023,1,182.7775125313283,1985.589125973916,0.0,-2.0
SOB_M_DC-14-18650-40-024,1,183.6197493734336,1804.402802108864,0.0,-2.0
SOB_M_DC-14-18650-40-025,1,172.50081453634084,1876.2857105740368,0.0,-2.0
SOB_M_DC-14-18650-40-026,1,176.13249686716793,1951.0076502014583,0.0,-2.0
SOB_M_DC-14-18650-40-027,1,177.94354636591478,1892.56684219547,0.0,-2.0
SOB_M_DC-14-18650-40-028,1,181.81296365914787,1356.7421130857626,0.0,-2.0
SOB_M_DC-14-18650-40-029,1,182.0545144110276,1322.1191497667244,0.0,-2.0
SOB_M_DC-14-20629-40-001,1,182.7107299498747,612.9933657261892,,
SOB_M_DC-14-20629-40-002,1,193.17903508771929,304.4488558611952,0.0,-2.0
SOB_M_DC-14-20629-40-003,1,196.4644611528822,284.41966941379553,0.0,-2.0
SOB_M_DC-14-20629-40-004,1,190.01380012531328,473.3282220549536,0.0,-2.0
SOB_M_DC-14-20629-40-005,1,184.2503947368421,493.0291447579098,0.0,-2.0
SOB_M_DC-14-20629-40-006,1,185.29557957393484,519.5348402977602,0.0,-2.0
SOB_M_DC-14-20629-40-007,1,184.2947337092732,516.7139942383272,0.0,-2.0
SOB_M_DC-14-20629-40-008,1,181.4116917293233,700.8076503971298,0.0,-2.0
SOB_M_DC-14-20629-40-009,1,195.6758552631579,494.4237329663434,0.0,-2.0
SOB_M_DC-14-20629-40-010,1,193.07924498746868,467.1725737557298,0.0,-2.0
SOB_M_DC-14-20629-40-011,1,187.7002631578948,475.0440326209565,0.0,-2.0
SOB_M_DC-14-20629-40-012,1,186.95125,447.39170135571095,0.0,-2.0
SOB_M_DC-14-20629-40-013,1,187.66815162907267,394.33749915513846,0.0,-2.0
SOB_M_DC-14-20629-40-014,1,195.0940319548872,417.85950967644254,0.0,-2.0
SOB_M_DC-14-20629-40-015,1,196.9391290726817,297.7241038481916,0.0,-2.0
SOB_M_DC-14-20629-40-016,1,185.5053978696742,403.5941366063873,0.0,-2.0
SOB_M_DC-14-20629-40-017,1,191.5840476190476,399.4912937941484,0.0,-2.0
SOB_M_DC-14-20629-40-018,1,198.2772556390977,240.12161815538568,0.0,-2.0
SOB_M_DC-14-20629-40-019,1,179.78332080200502,351.70497097353746,0.0,-2.0
SOB_M_DC-14-20629-40-020,1,182.46983709273184,322.8538041789937,0.0,-2.0
SOB_M_DC-14-20629-40-021,1,186.338671679198,354.0881869727044,0.0,-2.0
SOB_M_DC-14-20629-40-022,1,187.1270614035088,411.770057556955,0.0,-2.0
SOB_M_DC-14-20629-40-023,1,185.5673402255639,470.0397546012591,0.0,-2.0
SOB_M_DC-14-20629-40-024,1,186.37995614035088,443.3013755736709,0.0,-2.0
SOB_M_DC-14-20629-40-025,1,195.55983709273184,311.88084623243134,0.0,-2.0
SOB_M_DC-14-20629-40-026,1,180.83004385964912,407.5834910848155,0.0,-2.0
SOB_M_DC-14-20629-40-027,1,182.9530733082707,405.2041850807562,0.0,-2.0
SOB_M_DC-14-20629-40-028,1,187.7861058897243,397.49489827691536,0.0,-2.0
SOB_M_DC-14-20629-40-029,1,190.98015037593984,328.21245789122867,0.0,-2.0
SOB_M_DC-14-20629-40-030,1,192.52555764411028,315.54646473059114,0.0,-2.0
SOB_M_DC-14-20629-40-031,1,189.6367731829574,343.1891593931821,0.0,-2.0
SOB_M_DC-14-20629-40-032,1,187.6144454887218,420.05352152598414,0.0,-2.0
SOB_M_DC-14-20629-40-033,1,190.397265037594,405.4236228167789,0.0,-2.0
SOB_M_DC-14-20629-40-034,1,193.0667261904762,311.1929860807938,0.0,-2.0
SOB_M_DC-14-20629-40-035,1,190.4736309523809,326.67657776284966,0.0,-2.0
SOB_M_DC-14-20629-40-036,1,188.0889097744361,359.3437053524535,0.0,-2.0
SOB_M_DC-14-20636-40-001,1,186.0080231829574,427.8053520942037,0.0,-2.0
SOB_M_DC-14-20636-40-002,1,186.36142543859648,383.9937260795217,0.0,-2.0
SOB_M_DC-14-20636-40-003,1,185.12444862155388,439.1309513280369,0.0,-2.0
SOB_M_DC-14-20636-40-004,1,189.9425657894737,406.7641519086971,0.0,-2.0
SOB_M_DC-14-20636-40-005,1,191.22508771929824,416.3873216649951,0.0,-2.0
SOB_M_DC-14-20636-40-006,1,188.1256328320802,488.5745660206529,0.0,-2.0
SOB_M_DC-14-20636-40-007,1,185.4802036340852,455.3646677891079,0.0,-2.0
SOB_M_DC-14-20636-40-008,1,188.65169799498747,488.54754258081385,0.0,-2.0
SOB_M_DC-14-20636-40-009,1,191.1040319548872,397.8413561105491,0.0,-2.0
SOB_M_DC-14-20636-40-010,1,192.96763471177945,436.6382925377604,0.0,-2.0
SOB_M_DC-14-20636-40-011,1,192.04693922305765,395.034106723566,0.0,-2.0
SOB_M_DC-14-20636-40-012,1,192.38743421052632,359.92024589940104,0.0,-2.0
SOB_M_DC-14-20636-40-013,1,191.5163878446116,370.9984184304705,0.0,-2.0
SOB_M_DC-14-20636-40-014,1,192.85472744360905,340.2737097700216,0.0,-2.0
SOB_M_DC-14-20636-40-015,1,194.92625939849623,349.772297517908,0.0,-2.0
SOB_M_DC-14-20636-40-016,1,193.49361842105264,347.7734471160496,,
SOB_M_DC-14-20636-40-017,1,192.57980576441105,355.08809800053467,0.0,-2.0
SOB_M_DC-14-20636-40-018,1,191.2815006265664,337.5719215054092,0.0,-2.0
SOB_M_DC-14-20636-40-019,1,189.6535588972431,360.0916395300943,0.0,-2.0
SOB_M_DC-14-20636-40-020,1,190.4295363408521,401.71938918891146,0.0,-2.0
SOB_M_DC-14-20636-40-021,1,187.2461685463659,405.4731856085222,0.0,-2.0
SOB_M_DC-14-20636-40-022,1,177.28754385964913,343.30981987128854,0.0,-2.0
SOB_M_DC-14-20636-40-023,1,186.91222117794487,394.7103255877093,0.0,-2.0
SOB_M_DC-14-20636-40-024,1,191.1539223057644,337.5358102538865,0.0,-2.0
SOB_M_DC-14-20636-40-025,1,191.9009899749373,368.8292828910714,0.0,-2.0
SOB_M_DC-14-2523-40-010,1,158.56909147869675,1738.4306484148271,0.0,-2.0
SOB_M_DC-14-2523-40-011,1,161.61514411027568,1344.5313987527124,0.0,-2.0
SOB_M_DC-14-2523-40-012,1,164.59100877192984,1400.8933240209442,0.0,-2.0
SOB_M_DC-14-2523-40-013,1,171.8361873433584,1495.7624892437873,0.0,-2.0
SOB_M_DC-14-2523-40-014,1,174.7397180451128,1405.252541405902,0.0,-2.0
SOB_M_DC-14-2523-40-015,1,151.79473370927315,1034.823473164243,0.0,-2.0
SOB_M_DC-14-2523-40-016,1,160.97983082706767,1128.650652922995,0.0,-2.0
SOB_M_DC-14-2523-40-017,1,164.1598903508772,1653.165900200008,0.0,-2.0
SOB_M_DC-14-2523-40-018,1,157.7957894736842,1571.0761534530145,0.0,-2.0
SOB_M_DC-14-2523-40-019,1,158.0496647869674,1615.966690965264,0.0,-2.0
SOB_M_DC-14-2773-40-001,1,154.67994047619047,3176.108252357066,0.0,-2.0
SOB_M_DC-14-2773-40-002,1,154.47649436090225,3062.1844087356385,0.0,-2.0
SOB_M_DC-14-2773-40-003,1,165.17908834586467,2946.71811110692,0.0,-2.0
SOB_M_DC-14-2773-40-004,1,177.14124373433583,2444.0641258543146,0.0,-2.0
SOB_M_DC-14-2773-40-005,1,164.55255952380952,2181.30075753088,0.0,-2.0
SOB_M_DC-14-2773-40-006,1,165.9439912280702,3048.7081363100347,0.0,-2.0
SOB_M_DC-14-2773-40-007,1,151.23588032581455,3332.173556565888,0.0,-2.0
SOB_M_DC-14-2773-40-008,1,140.1184617794486,3852.163405918375,,
SOB_M_DC-14-2773-40-009,1,157.92046679197995,3586.364982039868,,
SOB_M_DC-14-2773-40-010,1,170.64805137844613,3086.7903433026468,0.0,-2.0
SOB_M_DC-14-2773-40-011,1,151.37481829573937,3538.219731626197,0.0,-2.0
SOB_M_DC-14-2773-40-012,1,152.2147807017544,3852.694060191021,0.0,-2.0
SOB_M_DC-14-2773-40-013,1,128.47987468671678,3556.9888668287085,0.0,-2.0
